ID_Number,Make,Model,Variant,Ex-Showroom_Price,Fuel_Type,Fuel_Tank_Capacity in Litres,capacity points,Displacement in cc,displacement points,Cylinders,No of cylinder points,Valves_Per_Cylinder,Valve point,Emission_Norm in BS,emission points,ARAI_Certified_Mileage in km/litre,ARAI Mileage Points liquid,ARAI_Certified_Mileage_for_CNG in km/kg,ARAI Mileage Points CNG,Front_Brakes,front break points,Rear_Brakes,rear break points,Power_Steering,power steering point,Power_Windows,power window point,Odometer,odometer point,Speedometer,speedometer point,Tripmeter,tripmeter point,Seats_Material,seat material point,Type,type point,Audio system,audio system point,Bluetooth,bluetooth point,Boot_Space in L,Boot Space points,Fuel-lid_Opener,Fuel-lid opener point,Boot-lid_Opener,Boot-lid Opener points,Fuel_Gauge,Fuel Guage points,Low_Fuel_Warning,Low Fuel Warning point,Ventilation_System,Ventilation system points,Cruise_Control,Cruise Control points,Airbags,Airbags point,Power in PS,Power Points,torque in NM,Torque points,POINT SUM,torque in NM old,Drivetrain,Cylinder_Configuration,Torque,Engine_Location,Fuel_System,Height in MM,Length in MM,Width in MM,Body_Type,Doors,City_Mileage in km/litre,Power,Highway_Mileage in km/litre,Kerb_Weight in kg,Gears,Ground_Clearance in MM,Front_Suspension,Rear_Suspension,Front_Track in MM,Rear_Track in MM,Front_Tyre,Rim WR,RIMS CORRECT,Rear_Tyre_&_Rim,Power_Seats,Keyless_Entry,RPM PS,Tachometer,Seating_Capacity,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Handbrake,Instrument_Console,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,A _(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs2,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
1160,Porsche,Macan,S,8503000,Petrol,65,3,2995,7,6,6,4,0,4,2,11.24,2,0,0,Ventilated Disc,3,Ventilated Disc,2,Electric Power,2,All Windows,2,Digital,2,Analog,1,Yes,1,Leather,1,Automatic,5,DVD Player with USB & Aux-in,3,Yes,1,500,5,Internal,5,Internal,3,Analog,1,Yes,1,2 Zone Climate Control,3,Yes,1,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Driver frontal airbag",5,349,9,480,10,86,480,AWD (All Wheel Drive),In-line,480NM@1360rpm,"Front, Longitudinal",Injection,1624,4696,1923,SUV,5,,349PS@5400rpm,,1865,7,190,Fully independent double wishbone suspension,Self-tracking trapezoidal-link suspension,1655,1651,235/60R18,235/60R18,R18,255/55 R18,Yes,Smart Key,5400,Analog,5,2807 mm,255/55R18,Yes,Yes,Yes,Yes,2 years without mileage limit,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /up to 2,00,000 Kms (whichever comes first)",Yes,Automatic,Analog + Digital,,Yes,Driver & Front Passenger,,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,2580 kg,Yes,Yes,Yes,Yes,6,16.8:1,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,none
1161,Porsche,Macan,Base,6998000,Petrol,65,3,1984,6,6,6,4,0,6,3,10.8,2,0,0,Ventilated Disc,3,Ventilated Disc,2,Electric Power,2,All Windows,2,Digital,2,Analog,1,Yes,1,Leather,1,Automatic,5,DVD Player with USB & Aux-in,3,Yes,1,500,5,Internal,5,Internal,3,Analog,1,Yes,1,3 Zone climate control,3,Yes,1,"Front passenger side airbag, Curtain airbags, Rear passenger side airbags, Driver head airbag, Front passenger head airbag, Driver frontal airbag, Front passenger frontal airbag",7,248,7,370,7,83,370,AWD (All Wheel Drive),In-line,370NM@1600rpm,"Front, Longitudinal",Injection,1624,4696,1923,SUV,5,,248PS@5000rpm,,1865,7,190,Fully independent double wishbone suspension,Self-tracking trapezoidal-link suspension,1655,1651,235/60R18,235/60R18,R18,255/55R18,Yes,Smart Key,5000,Analog,5,2807 mm,255/55R18,Yes,Yes,Yes,Yes,2 years without mileage limit,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /up to 2,00,000 Kms (whichever comes first)",Yes,Automatic,Analog + Digital,,Yes,Driver & Front Passenger,,Yes,Yes,Yes,,Yes,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,All Rows,2580 kg,Yes,Yes,Yes,Yes,8,16.8:1,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,none
1162,Jaguar,F-Type,5.0 Convertible R,23659454,Petrol,70,3,5000,8,8,6,4,0,6,3,12.5,2,0,0,Ventilated Disc,3,Ventilated Disc,2,Yes,1,All Windows,2,Digital,2,Analog,1,Yes,1,Leather,1,Automatic,5,DVD Player with USB & Aux-in,3,Yes,1,207,4,"With Remote, Internal",1,Internal,3,Digital,2,Yes,1,Fully automatic climate control,7,Yes,1,"Driver frontal airbag, Front passenger frontal airbag",2,495,10,625,11,86,625,AWD (All Wheel Drive),V,625NM@2500-5500rpm,mid,Not available,1308,4470,1923,Convertible,4,12.05,495PS@6500rpm,,,8,,,,1585,1649,,,,,Power seats,,6500,,,2622 mm,,,,,,"3 Years/1,00,000 Kms (Whichever comes earlier)",,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multifunction Steering Wheel,,,,Yes,,,,,,,,Yes,,,,,,,,Yes,,,,,none
1163,Jaguar,F-Type,5.0 Coupe R,22155390,Petrol,72,3,5000,8,6,6,4,0,4,2,14.3,2,0,0,Solid Disc,2,Solid Disc,1,Hydraulic Power,1,Only Front Windows,1,Digital,2,Analog,1,Yes,1,Leather,1,Automatic,5,DVD Player with USB & Aux-in,3,Yes,1,200.5,4,Internal,5,Internal,3,Digital,2,Yes,1,Fully automatic climate control,7,Yes,1,"Driver frontal airbag, Front passenger frontal airbag",2,550,10,680,11,86,680,RWD (Rear Wheel Drive),V,680NM@2500RPM,"Front, Longitudinal",Injection,1308,4470,2042,Coupe,2,7.81,550PS@6500rpm,14.3,,8,,Sports Suspension with Adaptive Damping,Sports Suspension with Adaptive Damping,1597,1649,245/40R19,245/40R19,R19,275/35R19,,,6500,Not on offer,2,2622 mm,19 inches,,,,,"3 Years/1,00,000 Kms (Whichever comes earlier)",,Yes,,,,,,,,,Automatic,Analog,10.66 meter,Yes,Driver & Front Passenger,,Yes,,,,,,,Yes,,,,,,,,Yes,,1614 kg,Yes,,Yes,,2,10:5,"Rake, Reach","Jaguar Sequential ShiftTM, Active Sports Exhaust, Limited Slip Differential, Dynamic Stability Control (with Trac DSC mode), Jaguar High Performance Braking System with Brake Disc diameter, Front: 380mm, Rear: 325mm with Black calipers, Configurable","Meridian 380W Sound System - 10 speakers, Meridian 770W Sound System - 12 speakers, Dual Zone Automatic Climate Control, Digital Television",Rear sensors,Yes,,,,,,Multifunction Steering Wheel,,,Electric Adjustment,Yes,,,,,,,,Only front,,,Yes,,Yes,Yes,,Yes,,,,,none
1164,Jaguar,F-Type,Svr Coupe,26501830,Petrol,70,3,5000,8,8,6,4,0,4,2,12.05,2,0,0,Solid Disc,2,Solid Disc,1,Electric Power,2,Only Front Windows,1,Yes,1,Analog,1,Yes,1,Leather,1,Automatic,5,DVD Player with USB & Aux-in,3,Yes,1,310,5,Internal,5,Internal,3,Yes,1,Yes,1,2 Zone Climate Control,3,Yes,1,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",5,567,10,700,11,85,700,AWD (All Wheel Drive),V,700NM@3500rpm,"Front, Longitudinal",Injection,1311,4475,2042,Coupe,2,,567PS@6500rpm,,,8,,Sports Suspension with Adaptive Damping,Sports Suspension with Adaptive Damping,1585,1611,255/35R20,255/35R20,R20,295/30R20,Yes,Yes,6500,Yes,2,2622 mm,20 inches,Yes,Yes,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Yes,,Digital,Yes,Yes,Yes,Yes,,Yes,Automatic,Analog,5.33 meter,Yes,Driver & Front Passenger,,,,Yes,,,,,Yes,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,6,9:5,"Rake, Reach","SportShift Selector â€“ Jet Leather, 3-spoke leather steering wheel with Ignis paddles, Dark Hex Aluminium Centre Console, Sports Seats, Instrument Cluster - Twin dials with 5"" colour TFT display, Configurable Ambient Interior Lighting â€“ with selectabl","Intelligent Stop/Start, Reverse Traffic Detection, Blind spot monitor, Front Parking Aid , Rear parking aid with Touch-Screen visual Indicator and reverse park camera with guidance, Rain Sensing Windscreen wipers, Bi-function HID Xenon headlamps wit",Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,,,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,none
1165,Jaguar,F-Type,Svr Convertible,28004965,Petrol,70,3,5000,8,8,6,4,0,4,2,12.05,2,0,0,Solid Disc,2,Solid Disc,1,Electric Power,2,Only Front Windows,1,Digital,2,Analog,1,Yes,1,Leather,1,Automatic,5,DVD Player with USB & Aux-in,3,Yes,1,207,4,Internal,5,Internal,3,Yes,1,Yes,1,2 Zone Climate Control,3,Yes,1,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag",4,567,10,700,11,84,700,AWD (All Wheel Drive),V,700NM@3500rpm,"Front, Longitudinal",Injection,1311,4475,2042,Convertible,2,,567PS@6500rpm,,1720,8,,Sports Suspension with Adaptive Damping,Sports Suspension with Adaptive Damping,1585,1611,255/35R20,255/35R20,R20,295/30R20,Yes,Smart Key,6500,Yes,2,2622 mm,20 inches,,,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Yes,,,Front,Yes,Yes,Yes,,Yes,Automatic,Analog,5.33 meter,Yes,Driver & Front Passenger,,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,,2150 kg,Yes,Yes,Yes,Yes,6,9:5,"Rake, Reach","SportShift Selector â€“ Jet Leather, 3-spoke leather steering wheel with Ignis paddles, Dark Hex Aluminium Centre Console, Sports Seats, Instrument Cluster - Twin dials with 5"" colour TFT display, Configurable Ambient Interior Lighting â€“ with selectabl","Intelligent Stop/Start, Reverse Traffic Detection, Blind spot monitor, Front Parking Aid , Rear parking aid with Touch-Screen visual Indicator and reverse park camera with guidance, Rain Sensing Windscreen wipers, Bi-function HID Xenon headlamps wit",Front and rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,,,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,none
1166,Jaguar,F-Type,2.0L Coupe,9092578,Petrol,63,3,1997,6,6,6,4,0,4,2,15.3,3,0,0,Ventilated Disc,3,Ventilated Disc,2,Electric Power,2,Only Front Windows,1,Digital,2,Analog,1,2,1,Leather,1,Automatic,5,DVD Player with USB & Aux-in,3,Yes,1,310,5,"With Remote, Internal",1,"With Remote, Internal",5,Digital,2,Yes,1,2 Zone Climate Control,3,Yes,1,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",3,297,8,400,7,78,400 ,RWD (Rear Wheel Drive),V,400 NM@1500rpm,"Front, Longitudinal",Injection,1311,4482,1923,Coupe,2,,297PS@5500rpm,,1577,8,,"Double wishbone, coil springs, single-tube gas-filled shock absorber, stabiliser bar","Double wishbone, Coil Spring, Gas damper, Anti roll bar",,,245 / 40 R19,245 / 40 R19,R19,275 / 35 R19,Yes,Remote,5500,Digital,2,2622 mm,19 inches,Yes,1,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Yes,Yes,Digital,Front,Yes,Yes,Yes,,Yes,Automatic,Analog,5.33 meter,Yes,Driver & Front Passenger,,Yes,,Yes,,,,Sport,Yes,Yes,,,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,none
1167,Jaguar,F-Type,2.0L Convertible,10144987,Petrol,63,3,1997,6,6,6,4,0,4,2,15.3,3,0,0,Ventilated Disc,3,Ventilated Disc,2,Electric Power,2,Only Front Windows,1,Digital,2,Analog,1,2,1,Leather,1,Automatic,5,DVD Player with USB & Aux-in,3,Yes,1,207,4,"With Remote, Internal",1,"With Remote, Internal",5,Digital,2,Yes,1,2 Zone Climate Control,3,Yes,1,"Driver frontal airbag, Front passenger frontal airbag",2,297,8,400,7,76,400 ,RWD (Rear Wheel Drive),V,400 NM@1500rpm,"Front, Longitudinal",Injection,1308,4482,1923,Convertible,2,,297PS@5500rpm,,1614,8,113,"Double wishbone, coil springs, single-tube gas-filled shock absorber, stabiliser bar","Double wishbone, Coil Spring, Gas damper, Anti roll bar",,,245 / 40 R19,245 / 40 R19,R19,275 / 35 R19,Yes,Remote,5500,Digital,2,2622 mm,19 inches,Yes,1,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Yes,Yes,Digital,Front,Yes,Yes,Yes,,Yes,Automatic,Analog,5.33 meter,Yes,Driver & Front Passenger,,Yes,Yes,Yes,,,,Sport,Yes,,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,none
1168,Jaguar,F-Type,2.0 Convertible R Dynamic,10419200,Petrol,63,3,1997,6,8,6,4,0,4,2,10.7,2,0,0,Solid Disc,2,Solid Disc,1,Electric Power,2,Only Front Windows,1,Digital,2,Analog,1,2,1,Leather,1,Automatic,5,DVD Player with USB & Aux-in,3,Yes,1,207,4,"With Remote, Internal",1,"With Remote, Internal",5,Digital,2,Yes,1,2 Zone Climate Control,3,Yes,1,"Driver frontal airbag, Front passenger frontal airbag",2,297,8,400,7,73,400 ,RWD (Rear Wheel Drive),V,400 NM@1500rpm,"Front, Longitudinal",Injection,1308,4482,1923,Convertible,2,,297PS@5500rpm,,1665,8,113,"Double wishbone, coil springs, single-tube gas-filled shock absorber, stabiliser bar","Double wishbone, Coil Spring, Gas damper, Anti roll bar",,,255 / 35 R20,255 / 35 R20,R20,295 / 30 R20,Yes,Remote,5500,Digital,2,2622 mm,20 inches,Yes,1,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Yes,Yes,Digital,Front,Yes,Yes,Yes,3 year /100000 Kilometres,Yes,Automatic,Analog,5.33 meter,Yes,Driver & Front Passenger,,Yes,Yes,Yes,,,,Sport,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,none
1169,Jaguar,F-Type,2.0 Coupe R Dynamic,9366433,Petrol,63,3,1997,6,4,4,4,0,4,2,10.85,2,0,0,Solid Disc,2,Solid Disc,1,Electric Power,2,Only Front Windows,1,Digital,2,Analog,1,2,1,Leather,1,Automatic,5,DVD Player with USB & Aux-in,3,Yes,1,310,5,"With Remote, Internal",1,"With Remote, Internal",5,Yes,1,Yes,1,2 Zone Climate Control,3,Yes,1,"Driver frontal airbag, Front passenger frontal airbag",2,297,8,400,7,71,400 ,RWD (Rear Wheel Drive),V,400 NM@1500rpm,"Front, Longitudinal",Injection,1311,4482,1923,Coupe,2,,297PS@5500rpm,,1730,8,113,"Double wishbone, coil springs, single-tube gas-filled shock absorber, stabiliser bar","Double wishbone, Coil Spring, Gas damper, Anti roll bar",,,255 / 35 R20,255 / 35 R20,R20,295 / 30 R20,Yes,Remote,5500,Analog,2,2622 mm,20 inches,Yes,1,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Yes,Yes,Digital,Front,Yes,Yes,Yes,3 year /100000 Kilometres,Yes,Automatic,Digital,5.33 meter,Yes,Driver & Front Passenger,,Yes,Yes,Yes,,,,Sport,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,none
1170,Bmw,M5,Competition,15490000,Petrol,68,3,4395,7,8,6,4,0,6,3,9.8,1,0,0,Ventilated Disc,3,Ventilated Disc,2,Electric Power,2,All Windows,2,Digital,2,Analog,1,Yes,1,Leather,1,Automatic,5,DVD Player with USB & Aux-in,3,Yes,1,530,5,Internal,5,"With Remote, Internal",5,Digital,2,Yes,1,Fully automatic climate control,7,Yes,1,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",9,625,10,750,11,99,750,AWD (All Wheel Drive),V,750NM@1800-5860rpm,"Front, Longitudinal",Injection,1473,4956,1903,Sedan,4,,625PS@6000rpm,,1950,8,,Double-Joint Spring Strut Front Axle,Integral rear axle and M specific set-up,1626,1594,275/35 ZR 20,275/35 ZR 20,ZR20,285/35 ZR 20,Yes,Smart Key,6000,Analog,4,2964 mm,R20,Yes,Yes,Yes,Yes,2 years / Unlimited Kms,Yes,Yes,Yes,Digital,Front & Rear,Yes,"Front, Front & Rear",Yes,,Yes,Automatic,Analog + Digital,,Yes,Driver & Front Passenger,,Yes,Yes,Yes,,,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2440 kg,Yes,Yes,Yes,Yes,9,10.0:1,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,none
1171,Lexus,Lx 570,V8,23290000,Diesel,93,4,5700,8,8,6,4,0,4,2,18,4,0,0,Ventilated Disc,3,Ventilated Disc,2,Yes,1,All Windows,2,Digital,2,Analog,1,Yes,1,Leather,1,Automatic,5,CD/MP3/DVD Player with USB & Aux-in,5,Yes,1,430,5,Internal,5,"Manual, Internal",2,Yes,1,Yes,1,Fully automatic climate control,7,Yes,1,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",10,380,9,546,10,99,546,FWD (Front Wheel Drive),V,546NM@1600-2600rpm,"Front, Transverse",Injection,1865,5080,1980,SUV,4,18,380PS@6000rpm,,2660,6,,4 Wheel Active Height Control & Adaptive Variable Suspension,4 Wheel Active Height Control & Adaptive Variable Suspension,1650,1645,285/60R18,285/60R18,R18,285/60R18,Power seats,Smart Key,6000,Analog,7,2850 mm,,Yes,Yes,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,Yes,Automatic,Analog,,Yes,Driver & Front Passenger,,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,3350 kg,Yes,Yes,Yes,Yes,10,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,none
1172,Ferrari,458 Spider,V8,43367500,Petrol,86,4,3902,7,8,6,4,0,4,2,5.5,1,0,0,Ventilated Disc,3,Ventilated Disc,2,Electric Power,2,All Windows,2,Digital,2,Digital,2,Yes,2,Leather,1,Automatic,5,DVD Player with USB & Aux-in,3,Yes,1,230,4,Internal,5,Internal,3,Digital,2,Yes,1,Fully automatic climate control,7,Yes,1,"Driver frontal airbag, Front passenger frontal airbag",2,669,10,760,11,91,760,AWD (All Wheel Drive),V,760NM@3000rpm,"Front, Longitudinal",Injection,1211,4568,1952,"Coupe, Convertible",2,3.2,669PS@8000rpm,5.5,1525,7,,Double wishbone,Multi Link Setup,1679,1647,245/35 ZR20,245/35 ZR20,R20,305/35ZR20,Yes,Smart Key,8000,Analog,2,2650 mm,ZR20,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Digital,Front,Yes,,Yes,12/24 months/ up to90000 Kms (years/distance whichever comes first),Yes,Automatic,Analog + Digital,,Yes,Driver & Front Passenger,Not Applicable,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,,Yes,,Yes,Yes,Yes,,Only front,,,Yes,Yes,Yes,Yes,,Yes,,,,,none
1173,Maruti Suzuki,Wagon,Vxi,479000,Petrol,32,1,998,2,3,3,4,0,6,3,22.5,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,2,1,Fabric,3,Manual,1,CD Player with USB & Aux-in,5,Yes,1,341,5,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,Driver frontal airbag,1,68,2,90,2,58,90,FWD (Front Wheel Drive),In-line,90NM@3500rpm,"Front, Transverse",Injection,1675,3655,1620,Hatchback,5,,68PS@5500rpm,,,5,,Mc Pherson Strut with coil spring,Torsion Beam link with coil spring,,,165/70R14,165/70R14,R14,165/70R14,,Remote,5500,Analog,5,,165/70R14,,Yes,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Manual,Analog + Digital,,Yes,Driver & Front Passenger,Not Applicable,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,,Yes,Yes,Yes,1,,Rake,,,Rear sensors,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,No,,,,,none
1174,Maruti Suzuki,Wagon,Vxi Ags,526000,Petrol,32,1,998,2,3,3,4,0,6,3,22.5,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,2,1,Fabric,3,Automatic,5,CD Player with USB & Aux-in,5,Yes,1,341,5,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,Driver frontal airbag,1,68,2,90,2,62,90,FWD (Front Wheel Drive),In-line,90NM@3500rpm,"Front, Transverse",Injection,1675,3655,1620,Hatchback,5,,68PS@5500rpm,,,5,,Mc Pherson Strut with coil spring,Torsion Beam link with coil spring,,,165/70R14,165/70R14,R14,165/70R14,,Remote,5500,Analog,5,,165/70R14,,Yes,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Manual,Analog + Digital,,Yes,Driver & Front Passenger,Not Applicable,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,,Yes,Yes,Yes,1,,Rake,,,Rear sensors,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,none
1175,Maruti Suzuki,Wagon,1.2L Zxi,548000,Petrol,32,1,1197,3,3,3,4,0,6,3,21.5,5,0,0,Ventilated Disc,3,Drum,0,Electric Power,2,All Windows,2,Digital,2,Analog,1,2,1,Fabric,3,Manual,1,CD Player with USB & Aux-in,5,Yes,1,341,5,Internal,5,Internal,3,Digital,2,Yes,1,Manual Air conditioning with cooling and heating,2,No,0,"Front passenger frontal airbag, Driver frontal airbag",2,83,3,113,3,62,113,FWD (Front Wheel Drive),In-line,113NM@4200rpm,"Front, Transverse",Injection,1620,3655,1675,Hatchback,5,,83PS@6000rpm,,,5,,Mc Pherson Strut with coil spring,Isolated trailing link with coil spring,,,155/65R14,155/65R14,R14,155/65R14,,Remote,6000,Analog,5,,155/65R14,,Yes,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Manual,Analog + Digital,,Yes,Driver & Front Passenger,Not Applicable,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,,,,,,Yes,,,,,,,,,,,,No,,,,,none
